DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 201.907 116 -133 98 b_quark 0 4.18 221.223 -121 84 -165
W+ 1 80.4 199.775 115 30 139 W- 1 80.4 266.657 -141 69 -200
b_quark 0 4.18 99.8222 -77 -63 -7 b_quark 0 4.18 176.787 170 44 -20
b_quark 0 4.18 130.179 -28 -104 -73 b_quark 0 4.18 164.011 119 20 111
b_quark 0 4.18 145.288 -93 111 -11 b_quark 0 4.18 62.5578 60 -14 -10
b_quark 0 4.18 144.241 -12 90 -112 b_quark 0 4.18 200.598 51 -55 186
b_quark 0 4.18 142.687 2 87 113 b_quark 0 4.18 170.43 97 -138 -24
W+ 1 80.4 189.547 84 -58 138 W- 1 80.4 194.574 -145 73 -71
b_quark 0 4.18 168.013 51 133 -89 b_quark 0 4.18 253.958 -6 -180 179
b_quark 0 4.18 116.29 79 79 -32 b_quark 0 4.18 208.822 -137 -156 -22
b_quark 0 4.18 124.207 85 -83 36 b_quark 0 4.18 133.092 -52 76 -96
b_quark 0 4.18 175.347 -50 110 127 b_quark 0 4.18 252.409 118 -88 -205
b_quark 0 4.18 164.473 139 87 -12 b_quark 0 4.18 102.051 -86 -51 -20
b_quark 0 4.18 140.586 -21 -105 -91 b_quark 0 4.18 210.567 28 164 129
b_quark 0 4.18 218.684 -139 -128 -110 b_quark 0 4.18 252.609 173 108 149
b_quark 0 4.18 162.627 25 -118 -109 b_quark 0 4.18 183.879 73 167 24
b_quark 0 4.18 154.157 7 57 143 b_quark 0 4.18 258.665 63 -85 -236
b_quark 0 4.18 175.566 23 134 111 b_quark 0 4.18 229.518 -113 -164 -114
Z 1 91.2 211.108 -74 -142 103 Z 1 91.2 313.789 96 209 -193
W+ 1 80.4 180.439 41 133 -82 W- 1 80.4 251.418 45 -211 101
W+ 1 80.4 200.54 106 140 54 W- 1 80.4 207.666 -6 -191 -12
b_quark 0 4.18 138.76 2 108 87 b_quark 0 4.18 133.25 -43 -65 -108
W+ 1 80.4 198.55 111 126 69 W- 1 80.4 220.749 -81 -139 -128
b_quark 0 4.18 127.732 80 -77 63 b_quark 0 4.18 107.9 -100 -16 37
b_quark 0 4.18 127.759 -34 35 118 b_quark 0 4.18 124.625 -40 15 -117
b_quark 0 4.18 125.819 40 -17 118 b_quark 0 4.18 151.299 -23 12 -149
b_quark 0 4.18 154.174 66 114 80 b_quark 0 4.18 184.774 -130 -18 -130
b_quark 0 4.18 133.587 130 12 -28 b_quark 0 4.18 146.883 -135 56 14
b_quark 0 4.18 213.632 -146 128 89 b_quark 0 4.18 179.873 154 -86 -35
W+ 1 80.4 183.396 141 -8 85 W- 1 80.4 176.032 -153 -33 5
b_quark 0 4.18 147.219 -44 -82 114 b_quark 0 4.18 137.191 76 112 -22
b_quark 0 4.18 49.5123 -45 -3 20 b_quark 0 4.18 79.6773 -29 -63 39
b_quark 0 4.18 70.5937 39 41 42 b_quark 0 4.18 75.0898 46 57 -16
b_quark 0 4.18 175.808 109 113 79 b_quark 0 4.18 205.008 -179 -87 -49
tau+ 0 1.78 197.679 -81 127 128 tau- 0 1.78 237.757 116 -155 -138
W+ 1 80.4 164.7 69 -5 126 W- 1 80.4 241.945 -113 -10 -198
b_quark 0 4.18 162.193 57 -144 48 b_quark 0 4.18 258.111 -146 198 -78
b_quark 0 4.18 234.168 150 139 114 b_quark 0 4.18 302.831 -242 -50 -175
W+ 1 80.4 233.44 -133 -95 -146 W- 1 80.4 282.291 48 102 246
b_quark 0 4.18 167.226 1 111 125 b_quark 0 4.18 203.815 -7 -145 -143
b_quark 0 4.18 239.528 126 142 146 b_quark 0 4.18 239.891 -49 -60 -227
b_quark 0 4.18 105.823 46 77 -56 b_quark 0 4.18 143.873 -137 -43 -8
W+ 1 80.4 131.507 1 -98 -35 W- 1 80.4 108.835 -18 4 71
tau+ 0 1.78 157.604 -32 104 -114 tau- 0 1.78 210.92 128 -56 158
b_quark 0 4.18 188.012 -49 137 119 b_quark 0 4.18 226.571 30 -199 -104
b_quark 0 4.18 42.9822 34 7 25 b_quark 0 4.18 94.2097 24 89 -19
b_quark 0 4.18 128.213 -79 24 98 b_quark 0 4.18 206.171 42 -39 -198
b_quark 0 4.18 155.655 -73 -111 81 b_quark 0 4.18 249.436 120 205 -76
b_quark 0 4.18 140.437 135 -38 6 b_quark 0 4.18 256.808 -227 120 -2
b_quark 0 4.18 209.223 140 -91 126 b_quark 0 4.18 233.781 -214 38 -86
b_quark 0 4.18 107.422 39 1 100 b_quark 0 4.18 125.756 -84 -50 -79
b_quark 0 4.18 139.246 138 -18 -2 b_quark 0 4.18 120.418 -59 -69 79
W+ 1 80.4 134.306 -82 59 -37 W- 1 80.4 216.421 137 -143 34
W+ 1 80.4 231.295 128 -115 -132 W- 1 80.4 285.524 -156 168 150
b_quark 0 4.18 192.672 -144 -113 60 b_quark 0 4.18 307.705 235 196 32
b_quark 0 4.18 61.6317 12 -46 -39 b_quark 0 4.18 97.0076 77 10 58
W+ 1 80.4 189.932 29 -88 -145 W- 1 80.4 170.256 -71 29 129
b_quark 0 4.18 162.18 -122 99 40 b_quark 0 4.18 145.346 124 -74 16
b_quark 0 4.18 158.63 -61 71 128 b_quark 0 4.18 68.1724 45 2 -51
b_quark 0 4.18 146.842 47 90 -106 b_quark 0 4.18 237.888 -136 -171 94
b_quark 0 4.18 179.269 150 -94 28 b_quark 0 4.18 204.618 -171 111 -17
W+ 1 80.4 164.94 86 -24 -113 W- 1 80.4 213.622 -179 -27 80
b_quark 0 4.18 127.982 -17 68 107 b_quark 0 4.18 80.0217 -56 15 -55
tau+ 0 1.78 193.577 112 117 -106 tau- 0 1.78 229.393 -187 -132 15
b_quark 0 4.18 123.051 108 -34 48 b_quark 0 4.18 139.321 -103 72 -60
b_quark 0 4.18 169.904 -95 -15 140 b_quark 0 4.18 216.658 163 -65 -127
W+ 1 80.4 154.59 87 53 84 W- 1 80.4 154.884 -38 -120 -41
b_quark 0 4.18 83.0149 -59 -12 57 b_quark 0 4.18 183.299 128 99 -86
b_quark 0 4.18 62.1568 -19 11 58 b_quark 0 4.18 168.248 101 20 -133
b_quark 0 4.18 158.356 35 145 -53 b_quark 0 4.18 113.488 -81 -75 26
W+ 1 80.4 175.277 64 29 139 W- 1 80.4 263.373 -96 18 -231
b_quark 0 4.18 145.721 -119 -84 0 b_quark 0 4.18 163.62 137 76 47
b_quark 0 4.18 125.182 -58 -25 108 b_quark 0 4.18 135.394 85 105 -8
b_quark 0 4.18 130.918 99 60 61 b_quark 0 4.18 36.0343 1 -16 -32
W+ 1 80.4 198.167 -98 -129 81 W- 1 80.4 228.322 51 105 -179
b_quark 0 4.18 203.793 148 -137 29 b_quark 0 4.18 207.445 -192 74 -26
b_quark 0 4.18 112.301 37 -101 32 b_quark 0 4.18 166.876 -122 111 -25
b_quark 0 4.18 131.937 -79 -50 -93 b_quark 0 4.18 183.201 47 150 94
b_quark 0 4.18 153.68 116 -100 12 b_quark 0 4.18 138.009 -47 122 44
W+ 1 80.4 152.703 98 83 19 W- 1 80.4 139.177 -68 -91 1
b_quark 0 4.18 120.94 -93 22 74 b_quark 0 4.18 271.918 183 -112 -167
b_quark 0 4.18 156.906 -55 -29 144 b_quark 0 4.18 178.254 155 26 -84
b_quark 0 4.18 83.836 41 -67 29 b_quark 0 4.18 138.735 -70 103 61
b_quark 0 4.18 121.768 -109 25 -48 b_quark 0 4.18 146.33 81 -65 103
Z 1 91.2 175.859 -109 -18 102 Z 1 91.2 210.161 79 5 -172
W+ 1 80.4 97.1759 -27 39 -27 W- 1 80.4 114.39 -53 26 -56
b_quark 0 4.18 151.349 -68 132 29 b_quark 0 4.18 53.6514 -5 -44 30
W+ 1 80.4 103.586 29 -20 -55 W- 1 80.4 136.012 69 7 85
b_quark 0 4.18 118.476 -17 -43 109 b_quark 0 4.18 44.894 23 -37 -10
b_quark 0 4.18 126.362 115 -31 42 b_quark 0 4.18 163.94 -149 67 13
b_quark 0 4.18 125.441 45 2 117 b_quark 0 4.18 118.88 41 -97 -55
b_quark 0 4.18 73.8409 -3 49 -55 b_quark 0 4.18 92.7603 15 -89 21
b_quark 0 4.18 60.477 52 -6 30 b_quark 0 4.18 134.307 -113 34 64
W+ 1 80.4 149.031 -117 -44 -11 W- 1 80.4 185.154 152 15 67
b_quark 0 4.18 114.208 -76 83 -19 b_quark 0 4.18 157.941 156 4 -24
b_quark 0 4.18 92.9326 91 -7 17 b_quark 0 4.18 41.1397 -33 -15 19
b_quark 0 4.18 186.731 37 -139 119 b_quark 0 4.18 202.471 -108 168 -33
b_quark 0 4.18 197.814 34 -129 -146 b_quark 0 4.18 262.138 -93 193 151
b_quark 0 4.18 70.6079 -32 -38 50 b_quark 0 4.18 93.7842 -67 65 -8
b_quark 0 4.18 173.607 67 -143 -72 b_quark 0 4.18 109.852 -60 89 -23
tau+ 0 1.78 106.626 106 -7 -9 tau- 0 1.78 136.591 -115 -10 73
b_quark 0 4.18 129.505 -108 -71 7 b_quark 0 4.18 212.138 158 110 -89
b_quark 0 4.18 157.316 -125 -59 -75 b_quark 0 4.18 38.9291 27 25 12
W+ 1 80.4 134.139 -68 83 -4 W- 1 80.4 145.125 64 -49 -90
b_quark 0 4.18 150.693 -31 -97 -111 b_quark 0 4.18 72.6049 27 13 66
W+ 1 80.4 195.847 144 -34 100 W- 1 80.4 256.457 -148 41 -189
b_quark 0 4.18 80.1715 -31 60 43 b_quark 0 4.18 105.045 -35 -24 -96
b_quark 0 4.18 60.2202 -3 36 -48 b_quark 0 4.18 83.057 46 54 43
b_quark 0 4.18 186.495 -117 -25 -143 b_quark 0 4.18 182.591 132 117 47
b_quark 0 4.18 188.715 -138 26 -126 b_quark 0 4.18 114.374 82 72 34
b_quark 0 4.18 188.477 44 141 -117 b_quark 0 4.18 132.131 -43 -106 66
b_quark 0 4.18 143.002 136 -44 0 b_quark 0 4.18 120.239 -90 16 -78
b_quark 0 4.18 144.352 16 110 -92 b_quark 0 4.18 216.32 -87 -182 78
b_quark 0 4.18 188.527 -16 150 113 b_quark 0 4.18 206.474 -58 -145 -135
W+ 1 80.4 169.792 37 -50 -136 W- 1 80.4 237.43 -132 111 142
b_quark 0 4.18 215.029 -134 142 90 b_quark 0 4.18 230.83 167 -100 -124
b_quark 0 4.18 153.556 -13 -68 137 b_quark 0 4.18 63.549 -15 -14 -60
b_quark 0 4.18 99.5915 -82 -51 -24 b_quark 0 4.18 133.606 -18 97 90
b_quark 0 4.18 164.349 -70 147 22 b_quark 0 4.18 202.028 6 -201 -19
b_quark 0 4.18 106.2 -43 96 -14 b_quark 0 4.18 202.135 109 -148 -84
b_quark 0 4.18 112.603 3 -77 82 b_quark 0 4.18 84.7967 58 55 -28
b_quark 0 4.18 114.348 69 91 -4 b_quark 0 4.18 126.327 -126 -7 -4
b_quark 0 4.18 91.6323 -21 -63 -63 b_quark 0 4.18 169.563 -47 133 94
b_quark 0 4.18 129.474 77 -76 -71 b_quark 0 4.18 60.0872 -19 36 44
b_quark 0 4.18 155.755 -149 -45 4 b_quark 0 4.18 197.128 148 117 -57
W+ 1 80.4 133.72 -38 -57 82 W- 1 80.4 220.858 112 149 -87
b_quark 0 4.18 137.588 -48 15 -128 b_quark 0 4.18 104.683 44 46 83
b_quark 0 4.18 198.606 -141 -111 85 b_quark 0 4.18 258.344 204 158 12
b_quark 0 4.18 161.754 -85 69 -119 b_quark 0 4.18 151.19 124 24 83
b_quark 0 4.18 133.729 -132 21 1 b_quark 0 4.18 160.597 126 77 63
b_quark 0 4.18 198.284 -147 -91 97 b_quark 0 4.18 236.433 87 175 -133
b_quark 0 4.18 129.18 93 86 -25 b_quark 0 4.18 261.079 -169 -172 100
W+ 1 80.4 177.003 49 -63 136 W- 1 80.4 219.443 -113 19 -169
b_quark 0 4.18 195.403 68 130 129 b_quark 0 4.18 212.588 -164 -118 -66
b_quark 0 4.18 159.914 69 115 -87 b_quark 0 4.18 245.066 -138 -150 136
b_quark 0 4.18 135.198 4 127 46 b_quark 0 4.18 119.748 83 -68 -53
b_quark 0 4.18 178.739 -99 148 -15 b_quark 0 4.18 221.816 128 -151 100
b_quark 0 4.18 123.108 36 -39 -111 b_quark 0 4.18 131.497 -61 28 113
b_quark 0 4.18 105.506 57 88 -11 b_quark 0 4.18 103.723 -30 -60 -79
Z 1 91.2 204.295 137 95 75 Z 1 91.2 174.331 -133 -64 17
b_quark 0 4.18 152.845 -132 36 -68 b_quark 0 4.18 200.815 72 -135 130
b_quark 0 4.18 159.309 -128 67 67 b_quark 0 4.18 150.982 108 -83 -65
b_quark 0 4.18 156.303 118 60 -83 b_quark 0 4.18 210.567 -209 24 8
W+ 1 80.4 178.138 -34 47 148 W- 1 80.4 200.771 -50 -103 -144
W+ 1 80.4 163.677 79 42 111 W- 1 80.4 176.935 -147 -32 -47
tau+ 0 1.78 140.901 -55 115 60 tau- 0 1.78 152.342 124 -73 -50
b_quark 0 4.18 94.7337 0 74 59 b_quark 0 4.18 131.391 -18 -71 -109
b_quark 0 4.18 79.6773 -63 39 29 b_quark 0 4.18 39.8556 -33 -11 19
b_quark 0 4.18 175.247 138 105 -25 b_quark 0 4.18 178.178 -61 -165 -28
W+ 1 80.4 125.83 86 -38 23 W- 1 80.4 157.137 -28 70 -112
b_quark 0 4.18 119.493 -14 -104 57 b_quark 0 4.18 134.326 11 79 -108
tau+ 0 1.78 160.537 -81 -98 -98 tau- 0 1.78 170.098 15 169 12
tau+ 0 1.78 167.057 -46 -142 75 tau- 0 1.78 242.035 107 152 -155
b_quark 0 4.18 142.36 11 108 -92 b_quark 0 4.18 175.597 53 -162 42
b_quark 0 4.18 158.835 -81 -125 -55 b_quark 0 4.18 162.008 97 122 -44
b_quark 0 4.18 180.678 -95 -61 141 b_quark 0 4.18 217.788 18 103 -191
W+ 1 80.4 217.228 130 80 132 W- 1 80.4 219.807 -189 -33 -71
b_quark 0 4.18 91.5777 88 -25 0 b_quark 0 4.18 59.1056 -12 14 56
b_quark 0 4.18 178.557 100 -108 -101 b_quark 0 4.18 128.602 -49 118 14
b_quark 0 4.18 113.148 -90 -29 -62 b_quark 0 4.18 114.4 55 -42 91
b_quark 0 4.18 175.466 143 -11 101 b_quark 0 4.18 131.47 -123 -43 -17
b_quark 0 4.18 200.944 90 -145 106 b_quark 0 4.18 223.353 -16 157 -158
W+ 1 80.4 85.5755 -3 -27 11 W- 1 80.4 173.393 -70 115 -74
W+ 1 80.4 204.466 97 -138 83 W- 1 80.4 238.975 -16 183 -130
b_quark 0 4.18 159.635 19 -129 92 b_quark 0 4.18 116.303 -16 62 -97
b_quark 0 4.18 82.7434 -42 -67 -24 b_quark 0 4.18 149.745 141 50 -5
b_quark 0 4.18 100.302 95 -27 17 b_quark 0 4.18 188.776 -163 -53 79
b_quark 0 4.18 75.2162 -62 -14 -40 b_quark 0 4.18 123.221 111 53 -6
b_quark 0 4.18 129.921 -89 90 29 b_quark 0 4.18 190.004 88 -116 -122
b_quark 0 4.18 199.789 -116 141 -81 b_quark 0 4.18 179.976 69 -117 118
b_quark 0 4.18 117.735 110 -12 -40 b_quark 0 4.18 171.241 -160 -15 -59
b_quark 0 4.18 184.563 -114 145 5 b_quark 0 4.18 224.01 77 -203 -55
b_quark 0 4.18 122.297 19 -93 77 b_quark 0 4.18 183.947 -19 83 -163
b_quark 0 4.18 109.085 -13 -92 57 b_quark 0 4.18 95.4907 16 93 14
b_quark 0 4.18 205.464 146 61 -131 b_quark 0 4.18 226.078 -53 -54 213
b_quark 0 4.18 129.509 55 -43 109 b_quark 0 4.18 195.193 -45 -33 -187
W+ 1 80.4 181.428 84 -136 30 W- 1 80.4 211.906 -96 170 18
b_quark 0 4.18 230.988 135 132 -133 b_quark 0 4.18 206.358 -129 -145 70
W+ 1 80.4 172.108 119 40 86 W- 1 80.4 117.12 -38 -25 -72
b_quark 0 4.18 101.688 85 17 -53 b_quark 0 4.18 77.6046 -26 48 55
b_quark 0 4.18 181.856 -5 130 -127 b_quark 0 4.18 188.331 -21 -39 183
W+ 1 80.4 208.771 -135 -20 -136 W- 1 80.4 263.13 84 -31 234
W+ 1 80.4 209.5 -99 -132 -101 W- 1 80.4 201.723 156 96 26
b_quark 0 4.18 138.389 -82 31 107 b_quark 0 4.18 158.311 94 -72 -105
b_quark 0 4.18 187.015 26 141 120 b_quark 0 4.18 163.326 0 -153 -57
b_quark 0 4.18 154.478 99 -101 62 b_quark 0 4.18 168.174 -111 62 -110
W+ 1 80.4 134.053 -92 -39 39 W- 1 80.4 207.396 168 81 -42
W+ 1 80.4 132.05 56 -21 86 W- 1 80.4 127.613 -61 -60 -50
W+ 1 80.4 175.172 53 26 -144 W- 1 80.4 180.381 -84 -99 96
b_quark 0 4.18 102.589 9 -101 -15 b_quark 0 4.18 103.631 -4 95 -41
tau+ 0 1.78 175.08 -125 120 25 tau- 0 1.78 118.403 104 -40 40
b_quark 0 4.18 126.402 118 44 10 b_quark 0 4.18 136.691 -123 -57 17
b_quark 0 4.18 143.438 -18 -53 132 b_quark 0 4.18 236.651 109 149 -148
Z 1 91.2 148.709 78 -87 -12 Z 1 91.2 196.05 6 141 101
W+ 1 80.4 102.777 -63 -7 9 W- 1 80.4 116.838 37 -63 43
b_quark 0 4.18 77.5337 44 47 43 b_quark 0 4.18 80.8175 -32 -39 -63
b_quark 0 4.18 199.631 -117 135 -89 b_quark 0 4.18 191.386 187 -39 -11
b_quark 0 4.18 141.871 90 -51 -97 b_quark 0 4.18 94.6703 -18 70 61
b_quark 0 4.18 63.1385 26 53 22 b_quark 0 4.18 76.128 37 40 -53
b_quark 0 4.18 170.375 107 -125 -44 b_quark 0 4.18 237.694 -193 116 76
W+ 1 80.4 182.823 -104 112 60 W- 1 80.4 227.748 93 -180 -66
W+ 1 80.4 186.272 -111 -6 126 W- 1 80.4 210.535 111 24 -158
W+ 1 80.4 192.013 -74 -55 -148 W- 1 80.4 186.883 -8 131 106
b_quark 0 4.18 167.172 -87 14 142 b_quark 0 4.18 123.881 70 5 -102
b_quark 0 4.18 219.222 146 -81 -142 b_quark 0 4.18 205.352 -94 104 150
b_quark 0 4.18 199.889 149 -131 24 b_quark 0 4.18 242.172 -225 79 -42
tau+ 0 1.78 150.851 -9 116 -96 tau- 0 1.78 32.0807 -24 -21 -3
b_quark 0 4.18 168.055 80 -33 -144 b_quark 0 4.18 171.428 -47 100 131
b_quark 0 4.18 89.3447 -61 62 20 b_quark 0 4.18 219.45 142 -149 -76
b_quark 0 4.18 143.051 33 -126 59 b_quark 0 4.18 201.493 17 198 33
b_quark 0 4.18 110.011 105 -32 6 b_quark 0 4.18 202.137 -199 -20 29
b_quark 0 4.18 180.185 92 111 -108 b_quark 0 4.18 199.971 -11 -103 171
b_quark 0 4.18 188.073 139 -87 -92 b_quark 0 4.18 153.761 -114 15 102
W+ 1 80.4 227.511 150 -141 54 W- 1 80.4 220.885 -189 77 -26
b_quark 0 4.18 208.076 122 113 125 b_quark 0 4.18 192.319 -106 -127 -98
b_quark 0 4.18 211.044 -149 120 -89 b_quark 0 4.18 235.753 191 -75 116
tau+ 0 1.78 197.786 94 -138 106 tau- 0 1.78 217.491 -27 173 -129
tau+ 0 1.78 168.755 -55 57 149 tau- 0 1.78 101.863 4 39 -94
b_quark 0 4.18 122.55 -96 76 -3 b_quark 0 4.18 39.2616 38 -4 -8
W+ 1 80.4 161.933 -113 50 67 W- 1 80.4 115.871 36 -71 25
b_quark 0 4.18 167.832 129 30 -103 b_quark 0 4.18 103.288 -81 57 29
b_quark 0 4.18 93.0563 -43 -48 67 b_quark 0 4.18 108.547 25 104 18
b_quark 0 4.18 167.307 77 146 -27 b_quark 0 4.18 222.866 -156 -154 -40
b_quark 0 4.18 146.282 41 106 -92 b_quark 0 4.18 229.755 -76 -185 113
W+ 1 80.4 177.753 -70 66 -126 W- 1 80.4 95.7714 8 -12 50
tau+ 0 1.78 168.209 141 29 87 tau- 0 1.78 197.175 -147 -129 -25
W+ 1 80.4 128.818 80 47 39 W- 1 80.4 112.295 -75 11 20
b_quark 0 4.18 168.37 71 -63 -139 b_quark 0 4.18 115.093 -18 52 101
b_quark 0 4.18 175.677 -106 140 -3 b_quark 0 4.18 269.443 131 -235 14
b_quark 0 4.18 122.615 16 -69 100 b_quark 0 4.18 226.994 22 168 -151
b_quark 0 4.18 51.171 1 -50 -10 b_quark 0 4.18 68.253 -11 58 -34
b_quark 0 4.18 80.6627 -32 37 -64 b_quark 0 4.18 129.593 -48 -117 28
b_quark 0 4.18 154.737 -90 -51 115 b_quark 0 4.18 112.127 43 41 -95
b_quark 0 4.18 91.0301 -76 27 42 b_quark 0 4.18 141.981 126 64 13
b_quark 0 4.18 106.562 -40 93 -33 b_quark 0 4.18 180.769 110 -124 72
b_quark 0 4.18 167.516 -30 90 138 b_quark 0 4.18 200.396 -6 -36 -197
b_quark 0 4.18 154.164 87 76 -102 b_quark 0 4.18 237.713 -148 -19 185
b_quark 0 4.18 206.336 -144 -50 -139 b_quark 0 4.18 177.484 141 71 81
b_quark 0 4.18 78.2462 -35 68 -16 b_quark 0 4.18 134.028 99 -84 -33
b_quark 0 4.18 132.904 -61 -118 1 b_quark 0 4.18 162.513 3 160 28
W+ 1 80.4 192.744 131 -54 -103 W- 1 80.4 299.336 -227 45 172
b_quark 0 4.18 117.403 -69 13 94 b_quark 0 4.18 179.498 155 -76 -49
b_quark 0 4.18 102.633 96 -34 -12 b_quark 0 4.18 90.9916 -13 -37 82
W+ 1 80.4 113.781 -73 33 -8 W- 1 80.4 150.247 66 -105 -27
b_quark 0 4.18 132.312 38 -126 -13 b_quark 0 4.18 190.188 -51 168 -73
W+ 1 80.4 182.938 35 -116 -111 W- 1 80.4 213.666 2 52 191
b_quark 0 4.18 180.412 41 -149 -93 b_quark 0 4.18 169.477 -48 105 124
b_quark 0 4.18 171.702 138 -4 -102 b_quark 0 4.18 289.642 -207 25 201
W+ 1 80.4 94.4572 9 -21 44 W- 1 80.4 163.469 -89 81 -76
b_quark 0 4.18 63.3914 -58 14 21 b_quark 0 4.18 143.201 107 36 -88
b_quark 0 4.18 193.286 -123 42 143 b_quark 0 4.18 276.945 120 -84 -235
b_quark 0 4.18 213.386 110 -146 110 b_quark 0 4.18 296.922 -199 212 -60
W+ 1 80.4 105.944 26 60 -22 W- 1 80.4 196.54 -108 -94 108
W+ 1 80.4 177.683 65 131 -61 W- 1 80.4 229.532 -164 -134 37
W+ 1 80.4 166.094 109 31 91 W- 1 80.4 205.134 -100 4 -160
b_quark 0 4.18 141.896 -126 4 65 b_quark 0 4.18 143.462 94 -8 -108
b_quark 0 4.18 65.3488 -26 -21 56 b_quark 0 4.18 115.302 42 -8 -107
W+ 1 80.4 223.987 -145 84 125 W- 1 80.4 227.221 170 -61 -112
W+ 1 80.4 177.756 -61 -26 -144 W- 1 80.4 172.366 31 102 109
b_quark 0 4.18 230.717 -141 134 -124 b_quark 0 4.18 186.471 155 -100 27
b_quark 0 4.18 132.236 -59 118 -8 b_quark 0 4.18 117.595 -19 -57 101
b_quark 0 4.18 144.871 84 15 -117 b_quark 0 4.18 185.953 -120 -44 135
b_quark 0 4.18 199.596 -108 -94 -139 b_quark 0 4.18 268.824 176 8 203
b_quark 0 4.18 130.975 -108 -72 -17 b_quark 0 4.18 193.679 69 138 117
b_quark 0 4.18 123.525 -90 -65 -54 b_quark 0 4.18 219.997 172 -29 134
b_quark 0 4.18 180.772 64 -134 -103 b_quark 0 4.18 197.657 25 125 151
b_quark 0 4.18 146.31 -43 -116 78 b_quark 0 4.18 206.854 59 157 -121
b_quark 0 4.18 112.105 -83 30 69 b_quark 0 4.18 166.753 8 -110 -125
b_quark 0 4.18 123.01 -95 -40 67 b_quark 0 4.18 119.447 55 101 -32
b_quark 0 4.18 96.3508 -69 67 -4 b_quark 0 4.18 126.446 119 -21 37
b_quark 0 4.18 200.615 -142 -111 -88 b_quark 0 4.18 235.624 184 51 138
b_quark 0 4.18 150.288 130 65 -38 b_quark 0 4.18 137.77 -53 -125 23
b_quark 0 4.18 176.314 138 -45 100 b_quark 0 4.18 126.168 -69 -18 -104
tau+ 0 1.78 160.494 125 -43 -91 tau- 0 1.78 272.531 -193 114 155
W+ 1 80.4 144.119 67 99 4 W- 1 80.4 85.6164 5 -29 0
b_quark 0 4.18 213.21 79 140 -140 b_quark 0 4.18 235.005 -93 -119 180
b_quark 0 4.18 107.51 80 55 46 b_quark 0 4.18 160.229 -4 -142 -74
b_quark 0 4.18 131.664 -115 58 -27 b_quark 0 4.18 245.07 161 -136 125
b_quark 0 4.18 221.263 130 114 138 b_quark 0 4.18 291.764 -97 -154 -228
b_quark 0 4.18 160.395 -91 -132 -2 b_quark 0 4.18 106.162 17 50 92
b_quark 0 4.18 49.8344 29 -5 -40 b_quark 0 4.18 124.429 28 80 91
tau+ 0 1.78 176.094 109 -126 57 tau- 0 1.78 227.278 -168 152 -18
tau+ 0 1.78 89.8452 -57 52 46 tau- 0 1.78 156.793 111 -38 -104
b_quark 0 4.18 129.381 29 16 -125 b_quark 0 4.18 159.218 54 76 129
W+ 1 80.4 94.7901 -42 -26 -9 W- 1 80.4 103.529 17 46 -43
b_quark 0 4.18 137.77 55 -107 67 b_quark 0 4.18 83.6389 -41 71 16
b_quark 0 4.18 175.976 111 -95 98 b_quark 0 4.18 264.308 -208 36 -159
W+ 1 80.4 170.277 -1 -127 -80 W- 1 80.4 118.685 50 71 9
b_quark 0 4.18 96.553 -55 14 -78 b_quark 0 4.18 197.169 152 25 123
tau+ 0 1.78 132.56 120 -12 55 tau- 0 1.78 215.172 -206 -34 -52
b_quark 0 4.18 144.425 -106 86 47 b_quark 0 4.18 154.827 68 -3 -139
b_quark 0 4.18 138.562 -89 106 -5 b_quark 0 4.18 110.442 100 -32 34
b_quark 0 4.18 45.5464 -26 -15 -34 b_quark 0 4.18 103.404 -9 55 87
W+ 1 80.4 165.829 -87 -79 85 W- 1 80.4 220.935 170 62 -98
b_quark 0 4.18 120.716 -47 5 -111 b_quark 0 4.18 182.966 -23 71 167
b_quark 0 4.18 215.765 -86 150 129 b_quark 0 4.18 213.229 126 -142 -97
W+ 1 80.4 163.341 44 134 -18 W- 1 80.4 240.816 14 -224 -34
b_quark 0 4.18 193.823 134 37 -135 b_quark 0 4.18 290.239 -196 -3 214
b_quark 0 4.18 157.084 48 -123 -85 b_quark 0 4.18 160.933 -69 140 39
W+ 1 80.4 139.564 -33 -105 -30 W- 1 80.4 166.055 69 107 -70
W+ 1 80.4 116.332 -43 54 48 W- 1 80.4 211.911 103 -128 -107
b_quark 0 4.18 86.0027 9 67 53 b_quark 0 4.18 147.199 -71 -128 -15
W+ 1 80.4 150.194 5 -63 110 W- 1 80.4 166.34 82 9 -120
b_quark 0 4.18 194.763 117 -149 45 b_quark 0 4.18 206.917 -139 124 -90
b_quark 0 4.18 138.987 84 12 -110 b_quark 0 4.18 124.641 -5 78 97
b_quark 0 4.18 151.058 -110 90 51 b_quark 0 4.18 192.89 17 -186 -48
b_quark 0 4.18 164.522 -63 140 59 b_quark 0 4.18 181.134 102 -118 -92
W+ 1 80.4 125.543 19 94 -10 W- 1 80.4 105.859 -13 -53 42
b_quark 0 4.18 153.162 -89 -84 92 b_quark 0 4.18 129.871 18 82 -99
b_quark 0 4.18 162.869 133 84 42 b_quark 0 4.18 175.632 -108 -138 11
b_quark 0 4.18 155.832 -85 20 129 b_quark 0 4.18 92.6362 38 8 -84
